Medal_ID,Medal_Name,Acronym,Slang,Service,Precedence,Category,Bong_Score,Valor_Tier,Image_Image,Medal_Link,Wiki_Link,Date_In_Use,Device,Ribbon_File_Direct_URL,Ribbon_Thumbnail_URL,Ribbon_Thumbnail_Image
us-all-achievement-medal,Achievement Medal,AM,Medal,ALL,6,Meritorious – Distinguished / achievement,0,5,Air_and_Space_Achievement_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Achievement_Medal,https://en.wikipedia.org/wiki/Achievement_Medal,1961–present,,https://upload.wikimedia.org/wikipedia/commons/c/c0/Air_and_Space_Achievement_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Air_and_Space_Achievement_Medal_ribbon.svg/330px-Air_and_Space_Achievement_Medal_ribbon.svg.png,
us-af-aerial-achievement-med,Aerial Achievement Medal,AAM,Medal,AF,6,Meritorious – Distinguished / achievement,0,5,Aerial_Achievement_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Aerial_Achievement_Medal,https://en.wikipedia.org/wiki/Aerial_Achievement_Medal,1988–present,,https://upload.wikimedia.org/wikipedia/commons/0/0e/Aerial_Achievement_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Aerial_Achievement_Medal_ribbon.svg/330px-Aerial_Achievement_Medal_ribbon.svg.png,
us-all-afghanistan-campaign-m,Afghanistan Campaign Medal,ACM,Medal,ALL,6,Campaign – Theatre / expedition,0,5,Afghanistan_Campaign_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Afghanistan_Campaign_Medal,https://en.wikipedia.org/wiki/Afghanistan_Campaign_Medal,2004–present,"Bronze service star, Silver service star, Arrowhead device",https://upload.wikimedia.org/wikipedia/commons/0/0f/Afghanistan_Campaign_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Afghanistan_Campaign_Medal_ribbon.svg/330px-Afghanistan_Campaign_Medal_ribbon.svg.png,
gb-all-africa-general-service,Africa General Service Medal,AGSM,Medal,ALL,6,Service – Longevity / good conduct,0,5,Africa_General_Service_Medal_BAR.svg,https://en.wikipedia.org/wiki/Africa_General_Service_Medal,https://en.wikipedia.org/wiki/Africa_General_Service_Medal,1902–present,,https://upload.wikimedia.org/wikipedia/commons/7/7b/Africa_General_Service_Medal_BAR.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Africa_General_Service_Medal_BAR.svg/330px-Africa_General_Service_Medal_BAR.svg.png,
gb-all-africa-service-medal,Africa Service Medal,ASM,Medal,ALL,6,Service – Longevity / good conduct,0,5,Ribbon_-_Africa_Service_Medal_%26_King%27s_Commendation.png,https://en.wikipedia.org/wiki/Africa_Service_Medal,https://en.wikipedia.org/wiki/Africa_Service_Medal,1943–present,,https://upload.wikimedia.org/wikipedia/commons/f/f0/Ribbon_-_Africa_Service_Medal_%26_King%27s_Commendation.png,https://upload.wikimedia.org/wikipedia/commons/f/f0/Ribbon_-_Africa_Service_Medal_%26_King%27s_Commendation.png,
gb-all-africa-star,Africa Star,AS,Star,ALL,50,Service / General – Other,0,5,Ribbon_-_Africa_Star_%26_1.png,https://en.wikipedia.org/wiki/Africa_Star,https://en.wikipedia.org/wiki/Africa_Star,1943–present,,https://upload.wikimedia.org/wikipedia/commons/2/27/Ribbon_-_Africa_Star_%26_1.png,https://upload.wikimedia.org/wikipedia/commons/2/27/Ribbon_-_Africa_Star_%26_1.png,
us-af-air-and-space-campaign,Air and Space Campaign Medal,AASC,Medal,AF,6,Campaign – Theatre / expedition,0,5,Air_and_Space_Campaign_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Air_and_Space_Campaign_Medal,https://en.wikipedia.org/wiki/Air_and_Space_Campaign_Medal,2002–present,,https://upload.wikimedia.org/wikipedia/commons/1/11/Air_and_Space_Campaign_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Air_and_Space_Campaign_Medal_ribbon.svg/330px-Air_and_Space_Campaign_Medal_ribbon.svg.png,
us-af-air-and-space-expediti,Air and Space Expeditionary Service Ribbon,AASE,Award,AF,50,Service / General – Other,0,5,Air_and_Space_Expeditionary_Service_Ribbon.svg,https://en.wikipedia.org/wiki/Air_and_Space_Expeditionary_Service_Ribbon,https://en.wikipedia.org/wiki/Air_and_Space_Expeditionary_Service_Ribbon,2003–present,,https://upload.wikimedia.org/wikipedia/commons/3/3f/Air_and_Space_Expeditionary_Service_Ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Air_and_Space_Expeditionary_Service_Ribbon.svg/330px-Air_and_Space_Expeditionary_Service_Ribbon.svg.png,
us-af-air-and-space-recognit,Air and Space Recognition Ribbon,AASR,Award,AF,50,Service / General – Other,0,5,Air_Force_Recognition_Ribbon.svg,https://en.wikipedia.org/wiki/Air_and_Space_Recognition_Ribbon,https://en.wikipedia.org/wiki/Air_and_Space_Recognition_Ribbon,1980–present,,https://upload.wikimedia.org/wikipedia/commons/c/cb/Air_Force_Recognition_Ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Air_Force_Recognition_Ribbon.svg/330px-Air_Force_Recognition_Ribbon.svg.png,
us-af-air-and-space-training,Air and Space Training Ribbon,AAST,Award,AF,50,Service / General – Other,0,5,Air_and_Space_Training_Ribbon.svg,https://en.wikipedia.org/wiki/Air_and_Space_Training_Ribbon,https://en.wikipedia.org/wiki/Air_and_Space_Training_Ribbon,1980–present,,https://upload.wikimedia.org/wikipedia/commons/7/7d/Air_and_Space_Training_Ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Air_and_Space_Training_Ribbon.svg/330px-Air_and_Space_Training_Ribbon.svg.png,
gb-all-air-crew-europe-star,Air Crew Europe Star,ACES,Star,ALL,50,Service / General – Other,0,5,Ribbon_-_Air_Crew_Europe_Star.png,https://en.wikipedia.org/wiki/Air_Crew_Europe_Star,https://en.wikipedia.org/wiki/Air_Crew_Europe_Star,1945–present,,https://upload.wikimedia.org/wikipedia/commons/3/32/Ribbon_-_Air_Crew_Europe_Star.png,https://upload.wikimedia.org/wikipedia/commons/3/32/Ribbon_-_Air_Crew_Europe_Star.png,
gb-all-air-efficiency-award,Air Efficiency Award,AEA,Award,ALL,50,Service / General – Other,0,5,Ribbon_-_Air_Efficiency_Award.png,https://en.wikipedia.org/wiki/Air_Efficiency_Award,https://en.wikipedia.org/wiki/Air_Efficiency_Award,1942–present,,https://upload.wikimedia.org/wikipedia/commons/f/fd/Ribbon_-_Air_Efficiency_Award.png,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Ribbon_-_Air_Efficiency_Award.png/330px-Ribbon_-_Air_Efficiency_Award.png,
us-all-american-campaign-meda,American Campaign Medal,ACM,Medal,ALL,6,Campaign – Theatre / expedition,0,5,American_Campaign_Medal_ribbon.svg,https://en.wikipedia.org/wiki/American_Campaign_Medal,https://en.wikipedia.org/wiki/American_Campaign_Medal,1942–present,,https://upload.wikimedia.org/wikipedia/commons/e/e0/American_Campaign_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/American_Campaign_Medal_ribbon.svg/330px-American_Campaign_Medal_ribbon.svg.png,
us-all-american-defense-servi,American Defense Service Medal,ADSM,Medal,ALL,6,Service – Longevity / good conduct,0,5,American_Defense_Service_Medal_ribbon.svg,https://en.wikipedia.org/wiki/American_Defense_Service_Medal,https://en.wikipedia.org/wiki/American_Defense_Service_Medal,1941–present,,https://upload.wikimedia.org/wikipedia/commons/c/ca/American_Defense_Service_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/American_Defense_Service_Medal_ribbon.svg/330px-American_Defense_Service_Medal_ribbon.svg.png,
au-all-anniversary-of-nationa,Anniversary of National Service 1951–1972 Medal,AONS,Medal,ALL,50,Commemorative – National / anniversary,0,5,Anniversary_of_National_Service_Medal_%28Australia%29_ribbon.png,https://en.wikipedia.org/wiki/Anniversary_of_National_Service_1951%E2%80%931972_Medal,https://en.wikipedia.org/wiki/Anniversary_of_National_Service_1951%E2%80%931972_Medal,2001–present,,https://upload.wikimedia.org/wikipedia/commons/7/78/Anniversary_of_National_Service_Medal_%28Australia%29_ribbon.png,https://upload.wikimedia.org/wikipedia/commons/7/78/Anniversary_of_National_Service_Medal_%28Australia%29_ribbon.png,
us-all-antarctica-service-med,Antarctica Service Medal,ASM,Medal,ALL,6,Campaign – Theatre / expedition,0,5,Antarctica_Service_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Antarctica_Service_Medal,https://en.wikipedia.org/wiki/Antarctica_Service_Medal,1960–present,,https://upload.wikimedia.org/wikipedia/commons/5/57/Antarctica_Service_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Antarctica_Service_Medal_ribbon.svg/330px-Antarctica_Service_Medal_ribbon.svg.png,
gb-all-arctic-star,Arctic Star,AS,Star,ALL,50,Service / General – Other,0,5,Ribbon_-_Arctic_Star.png,https://en.wikipedia.org/wiki/Arctic_Star,https://en.wikipedia.org/wiki/Arctic_Star,2012–present,,https://upload.wikimedia.org/wikipedia/commons/3/37/Ribbon_-_Arctic_Star.png,https://upload.wikimedia.org/wikipedia/commons/3/37/Ribbon_-_Arctic_Star.png,
us-all-armed-forces-expeditio,Armed Forces Expeditionary Medal,AFEM,Medal,ALL,6,Campaign – Theatre / expedition,0,5,Armed_Forces_Expeditionary_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Armed_Forces_Expeditionary_Medal,https://en.wikipedia.org/wiki/Armed_Forces_Expeditionary_Medal,1961–present,"Bronze service star, Silver service star, Arrowhead device",https://upload.wikimedia.org/wikipedia/commons/5/51/Armed_Forces_Expeditionary_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Armed_Forces_Expeditionary_Medal_ribbon.svg/330px-Armed_Forces_Expeditionary_Medal_ribbon.svg.png,
us-all-armed-forces-honor-med,Armed Forces Honor Medal,AFHM,Medal,ALL,50,Service / General – Other,0,5,Vietnam_Armed_Forces_Honor_Medal_ribbon-Second_Class.svg,https://en.wikipedia.org/wiki/Armed_Forces_Honor_Medal,https://en.wikipedia.org/wiki/Armed_Forces_Honor_Medal,1953–present,,https://upload.wikimedia.org/wikipedia/commons/6/66/Vietnam_Armed_Forces_Honor_Medal_ribbon-Second_Class.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Vietnam_Armed_Forces_Honor_Medal_ribbon-Second_Class.svg/330px-Vietnam_Armed_Forces_Honor_Medal_ribbon-Second_Class.svg.png,
us-all-armed-forces-reserve-m,Armed Forces Reserve Medal,AFRM,Medal,ALL,6,Service – Longevity / good conduct,0,5,Armed_Forces_Reserve_Medal_ribbon.png,https://en.wikipedia.org/wiki/Armed_Forces_Reserve_Medal,https://en.wikipedia.org/wiki/Armed_Forces_Reserve_Medal,1950–present,Hourglass device,https://upload.wikimedia.org/wikipedia/commons/1/1a/Armed_Forces_Reserve_Medal_ribbon.png,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Armed_Forces_Reserve_Medal_ribbon.png/330px-Armed_Forces_Reserve_Medal_ribbon.png,
us-all-armed-forces-service-m,Armed Forces Service Medal,AFSM,Medal,ALL,6,Service – Longevity / good conduct,0,5,Armed_Forces_Service_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Armed_Forces_Service_Medal,https://en.wikipedia.org/wiki/Armed_Forces_Service_Medal,1996–present,,https://upload.wikimedia.org/wikipedia/commons/c/c2/Armed_Forces_Service_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Armed_Forces_Service_Medal_ribbon.svg/330px-Armed_Forces_Service_Medal_ribbon.svg.png,
gb-all-army-gold-medal,Army Gold Medal,AGM,Medal,ALL,50,Service / General – Other,0,5,Army_Gold_Medals_and_Cross_1806-1814_RIBBON_BAR.JPG,https://en.wikipedia.org/wiki/Army_Gold_Medal,https://en.wikipedia.org/wiki/Army_Gold_Medal,1810–present,,https://upload.wikimedia.org/wikipedia/commons/f/ff/Army_Gold_Medals_and_Cross_1806-1814_RIBBON_BAR.JPG,https://upload.wikimedia.org/wikipedia/commons/f/ff/Army_Gold_Medals_and_Cross_1806-1814_RIBBON_BAR.JPG,
gb-all-army-long-service-and-,Army Long Service and Good Conduct Medal,ALSA,Medal,ALL,5,Service – Longevity / good conduct,0,5,Ribbon_-_Army_Long_Service_and_Good_Conduct_Medal.png,https://en.wikipedia.org/wiki/Army_Long_Service_and_Good_Conduct_Medal,https://en.wikipedia.org/wiki/Army_Long_Service_and_Good_Conduct_Medal,1830–present,,https://upload.wikimedia.org/wikipedia/commons/7/7a/Ribbon_-_Army_Long_Service_and_Good_Conduct_Medal.png,https://upload.wikimedia.org/wikipedia/commons/7/7a/Ribbon_-_Army_Long_Service_and_Good_Conduct_Medal.png,
us-a-army-of-cuban-occupati,Army of Cuban Occupation Medal,AOCO,Medal,A,50,Service / General – Other,0,5,Army_of_Cuban_Occupation_ribbon.svg,https://en.wikipedia.org/wiki/Army_of_Cuban_Occupation_Medal,https://en.wikipedia.org/wiki/Army_of_Cuban_Occupation_Medal,1915–present,,https://upload.wikimedia.org/wikipedia/commons/f/f7/Army_of_Cuban_Occupation_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Army_of_Cuban_Occupation_ribbon.svg/330px-Army_of_Cuban_Occupation_ribbon.svg.png,
us-a-army-of-occupation-med,Army of Occupation Medal,AOOM,Medal,A,50,Service / General – Other,0,5,Army_of_Occupation_Medal_ribbon.png,https://en.wikipedia.org/wiki/Army_of_Occupation_Medal,https://en.wikipedia.org/wiki/Army_of_Occupation_Medal,1946–present,,https://upload.wikimedia.org/wikipedia/commons/0/0e/Army_of_Occupation_Medal_ribbon.png,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Army_of_Occupation_Medal_ribbon.png/330px-Army_of_Occupation_Medal_ribbon.png,
us-a-army-of-occupation-of-,Army of Occupation of Germany Medal,AOOO,Medal,A,50,Service / General – Other,0,5,Army_of_Occupation_of_Germany_ribbon.svg,https://en.wikipedia.org/wiki/Army_of_Occupation_of_Germany_Medal,https://en.wikipedia.org/wiki/Army_of_Occupation_of_Germany_Medal,1941–present,,https://upload.wikimedia.org/wikipedia/commons/2/23/Army_of_Occupation_of_Germany_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Army_of_Occupation_of_Germany_ribbon.svg/330px-Army_of_Occupation_of_Germany_ribbon.svg.png,
us-a-army-of-puerto-rican-o,Army of Puerto Rican Occupation Medal,AOPR,Medal,A,50,Service / General – Other,0,5,Army_of_Puerto_Rican_Occupation_ribbon.svg,https://en.wikipedia.org/wiki/Army_of_Puerto_Rican_Occupation_Medal,https://en.wikipedia.org/wiki/Army_of_Puerto_Rican_Occupation_Medal,1919–present,,https://upload.wikimedia.org/wikipedia/commons/b/b7/Army_of_Puerto_Rican_Occupation_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Army_of_Puerto_Rican_Occupation_ribbon.svg/330px-Army_of_Puerto_Rican_Occupation_ribbon.svg.png,
us-a-army-service-ribbon,Army Service Ribbon,ASR,Award,A,50,Service / General – Other,0,5,Army_Service_Ribbon.svg,https://en.wikipedia.org/wiki/Army_Service_Ribbon,https://en.wikipedia.org/wiki/Army_Service_Ribbon,1981–present,,https://upload.wikimedia.org/wikipedia/commons/2/2b/Army_Service_Ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Army_Service_Ribbon.svg/330px-Army_Service_Ribbon.svg.png,
gb-all-ashantee-medal,Ashantee Medal,AM,Medal,ALL,50,Service / General – Other,0,5,Ashantee_War_Medal_BAR.svg,https://en.wikipedia.org/wiki/Ashantee_Medal,https://en.wikipedia.org/wiki/Ashantee_Medal,1874–present,,https://upload.wikimedia.org/wikipedia/commons/6/68/Ashantee_War_Medal_BAR.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Ashantee_War_Medal_BAR.svg/330px-Ashantee_War_Medal_BAR.svg.png,
gb-all-ashanti-star,Ashanti Star,AS,Star,ALL,50,Service / General – Other,0,5,Ashanti_Star_BAR.svg,https://en.wikipedia.org/wiki/Ashanti_Star,https://en.wikipedia.org/wiki/Ashanti_Star,1896–present,,https://upload.wikimedia.org/wikipedia/commons/0/0a/Ashanti_Star_BAR.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Ashanti_Star_BAR.svg/330px-Ashanti_Star_BAR.svg.png,
in-all-ati-vishisht-seva-meda,Ati Vishisht Seva Medal,AVSM,Medal,ALL,50,Service / General – Other,0,5,Ati_Vishisht_Seva_Medal_ribbon.svg,https://en.wikipedia.org/wiki/Ati_Vishisht_Seva_Medal,https://en.wikipedia.org/wiki/Ati_Vishisht_Seva_Medal,1960–present,,https://upload.wikimedia.org/wikipedia/commons/1/18/Ati_Vishisht_Seva_Medal_ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Ati_Vishisht_Seva_Medal_ribbon.svg/330px-Ati_Vishisht_Seva_Medal_ribbon.svg.png,
gb-all-atlantic-star,Atlantic Star,AS,Star,ALL,50,Service / General – Other,0,5,Ribbon_-_Atlantic_Star_%26_Clasp.png,https://en.wikipedia.org/wiki/Atlantic_Star,https://en.wikipedia.org/wiki/Atlantic_Star,1945–present,,https://upload.wikimedia.org/wikipedia/commons/a/a2/Ribbon_-_Atlantic_Star_%26_Clasp.png,https://upload.wikimedia.org/wikipedia/commons/a/a2/Ribbon_-_Atlantic_Star_%26_Clasp.png,
gb-all-australia-service-meda,Australia Service Medal 1939–1945,ASM1,Medal,ALL,6,Service – Longevity / good conduct,0,5,Australia_Service_Medal_1939-1945_BAR.svg,https://en.wikipedia.org/wiki/Australia_Service_Medal_1939%E2%80%931945,https://en.wikipedia.org/wiki/Australia_Service_Medal_1939%E2%80%931945,1949–present,,https://upload.wikimedia.org/wikipedia/commons/c/c3/Australia_Service_Medal_1939-1945_BAR.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Australia_Service_Medal_1939-1945_BAR.svg/330px-Australia_Service_Medal_1939-1945_BAR.svg.png,
au-all-australian-cadet-force,Australian Cadet Forces Service Medal,ACFS,Medal,ALL,6,Service – Longevity / good conduct,0,5,Australian_Cadet_Forces_Service_Medal_%28Australia%29_ribbon.png,https://en.wikipedia.org/wiki/Australian_Cadet_Forces_Service_Medal,https://en.wikipedia.org/wiki/Australian_Cadet_Forces_Service_Medal,1999–present,,https://upload.wikimedia.org/wikipedia/commons/c/ca/Australian_Cadet_Forces_Service_Medal_%28Australia%29_ribbon.png,https://upload.wikimedia.org/wikipedia/commons/c/ca/Australian_Cadet_Forces_Service_Medal_%28Australia%29_ribbon.png,
au-all-australian-defence-med,Australian Defence Medal,ADM,Medal,ALL,50,Service – General service,0,5,Australian_Defence_Medal_%28Australia%29_ribbon.png,https://en.wikipedia.org/wiki/Australian_Defence_Medal,https://en.wikipedia.org/wiki/Australian_Defence_Medal,2006–present,,https://upload.wikimedia.org/wikipedia/commons/9/9b/Australian_Defence_Medal_%28Australia%29_ribbon.png,https://upload.wikimedia.org/wikipedia/commons/9/9b/Australian_Defence_Medal_%28Australia%29_ribbon.png,
us-all-badge-of-honour-of-the,Badge of Honour of the Bundeswehr,BOHO,Award,ALL,7,Service / General – Other,0,5,Ehrenkreuz_der_Bundeswehr_f%C3%BCr_Tapferkeit_-_Ribbon.png,https://en.wikipedia.org/wiki/Badge_of_Honour_of_the_Bundeswehr,https://en.wikipedia.org/wiki/Badge_of_Honour_of_the_Bundeswehr,1980–present,,https://upload.wikimedia.org/wikipedia/commons/7/7b/Ehrenkreuz_der_Bundeswehr_f%C3%BCr_Tapferkeit_-_Ribbon.png,https://upload.wikimedia.org/wikipedia/commons/7/7b/Ehrenkreuz_der_Bundeswehr_f%C3%BCr_Tapferkeit_-_Ribbon.png,
gb-all-baltic-medal,Baltic Medal,BM,Medal,ALL,50,Service / General – Other,0,5,Baltic_Medal_BAR.svg,https://en.wikipedia.org/wiki/Baltic_Medal,https://en.wikipedia.org/wiki/Baltic_Medal,1856–present,,https://upload.wikimedia.org/wikipedia/commons/5/51/Baltic_Medal_BAR.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Baltic_Medal_BAR.svg/330px-Baltic_Medal_BAR.svg.png,
us-all-basic-training-honor-g,Basic Training Honor Graduate Ribbon,BTHG,Award,ALL,50,Service / General – Other,0,5,U.S._Navy_Recruit_Honor_Graduate_Ribbon.svg,https://en.wikipedia.org/wiki/Basic_Training_Honor_Graduate_Ribbon,https://en.wikipedia.org/wiki/Basic_Training_Honor_Graduate_Ribbon,1984–present,,https://upload.wikimedia.org/wikipedia/commons/a/a1/U.S._Navy_Recruit_Honor_Graduate_Ribbon.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/U.S._Navy_Recruit_Honor_Graduate_Ribbon.svg/330px-U.S._Navy_Recruit_Honor_Graduate_Ribbon.svg.png,
gb-all-british-empire-medal,British Empire Medal,BEM,Medal,ALL,50,Service / General – Other,0,5,Ribbon_-_British_Empire_Medal_%28Military%29.png,https://en.wikipedia.org/wiki/British_Empire_Medal,https://en.wikipedia.org/wiki/British_Empire_Medal,1922–present,,https://upload.wikimedia.org/wikipedia/commons/e/e3/Ribbon_-_British_Empire_Medal_%28Military%29.png,https://upload.wikimedia.org/wikipedia/commons/e/e3/Ribbon_-_British_Empire_Medal_%28Military%29.png,
gb-all-british-south-africa-c,British South Africa Company Medal,BSAC,Medal,ALL,50,Service / General – Other,0,5,British_South_Africa_Company_Medal_Ribbon_BAR.jpg,https://en.wikipedia.org/wiki/British_South_Africa_Company_Medal,https://en.wikipedia.org/wiki/British_South_Africa_Company_Medal,1896–present,,https://upload.wikimedia.org/wikipedia/commons/5/50/British_South_Africa_Company_Medal_Ribbon_BAR.jpg,https://upload.wikimedia.org/wikipedia/commons/5/50/British_South_Africa_Company_Medal_Ribbon_BAR.jpg,
